year_end,neighborhood,parcels,city_owned
2002,VALLEY FORGE,54,0
2002,VETERANS AFFAIRS,1,0
2002,VOGEL PARK,373,0
2002,WAHL PARK,834,0
2002,WALKER'S POINT,1183,5
2002,WALNUT HILL,460,5
2002,WASHINGTON HEIGHTS,1989,1
2002,WASHINGTON PARK,974,15
2002,WEDGEWOOD,477,0
2002,WEST VIEW,370,0
2002,WHISPERING HILLS,213,0
2002,WHITE MANOR,580,0
2002,WICK FIELD,162,0
2002,WILLIAMSBURG,595,3
2002,WILSON PARK,638,0
2002,WOODLAND COURT,135,0
2002,WOODLANDS,621,43
2002,WYRICK PARK,340,0
2002,YANKEE HILL,194,0
2003,ALCOTT PARK,481,0
2003,ALVERNO,77,0
2003,AMANI,1501,0
2003,ARLINGTON GARDENS,736,0
2003,ARLINGTON HEIGHTS,1219,2
2003,AVENUES WEST,267,7
2003,BARAN PARK,88,0
2003,BAY VIEW,5019,0
2003,BLUEMOUND HEIGHTS,977,0
2003,BORCHERT FIELD,990,1
2003,BRADLEY ESTATES,1031,1
2003,BREWER'S HILL,477,0
2003,BUCHEL PARK,13,0
2003,BURNHAM PARK,1331,0
2003,CALUMET FARMS,256,0
2003,CAMBRIDGE HEIGHTS,475,0
2003,CANNON PARK,427,0
2003,CAPITOL HEIGHTS,1651,0
2003,CASTLE MANOR,743,0
2003,CLARKE SQUARE,983,0
2003,CLAYTON CREST,535,0
2003,CLOCK TOWER ACRES,348,0
2003,COLD SPRING PARK,277,0
2003,COLLEGE HEIGHTS,373,0
2003,COLUMBUS PARK,1119,0
2003,CONCORDIA,194,0
2003,COOPER PARK,1206,0
2003,COPERNICUS PARK,473,0
2003,DINEEN PARK,910,0
2003,DOWNER WOODS,642,0
2003,DRETZKA PARK,12,0
2003,ENDERIS PARK,918,0
2003,ESTABROOK PARK,9,0
2003,EUCLID PARK,431,0
2003,FAIR PARK,422,0
2003,FAIRFIELD,331,1
2003,FAIRVIEW,1382,0
2003,FERNWOOD,1051,0
2003,FLORIST HIGHLANDS,281,0
2003,FOREST HOME HILLS,762,0
2003,FRANKLIN HEIGHTS,2170,0
2003,FREEDOM VILLAGE,14,0
2003,GARDEN HOMES,595,0
2003,GOLDEN GATE,266,0
2003,GOLDEN VALLEY,1060,0
2003,GOLDMAN PARK,523,0
2003,GRA-RAM,478,0
2003,GRACELAND,778,0
2003,GRANTOSA,357,0
2003,GRANVILLE STATION,290,0
2003,GRANVILLE WOODS,2,0
2003,GRASSLYN MANOR,1575,0
2003,GREEN MOOR,185,0
2003,GROVER HEIGHTS,101,0
2003,HALYARD PARK,104,0
2003,HAMPTON HEIGHTS,2106,0
2003,HARAMBEE,2368,3
2003,HARBOR VIEW,57,0
2003,HARDER'S OAKS,149,0
2003,HAVENWOODS,177,0
2003,HAWLEY FARMS,596,0
2003,HAWTHORNE GLEN,123,0
2003,HERITAGE HEIGHTS,118,0
2003,HIGHWOOD ESTATES,500,0
2003,HILLSIDE,40,0
2003,HISTORIC MITCHELL STREET,1617,0
2003,HISTORIC THIRD WARD,244,0
2003,HOLLER PARK,167,0
2003,HONEY CREEK MANOR,833,0
2003,HONEY CREEK PARKWAY,432,0
2003,JACKSON PARK,2383,0
2003,JOHNSON'S WOODS,912,0
2003,JUNEAU TOWN,341,0
2003,KILBOURN TOWN,81,0
2003,KING PARK,162,0
2003,KOPS PARK,1169,0
2003,LAND BANK,19,0
2003,LAYTON PARK,1601,0
2003,LENOX HEIGHTS,454,0
2003,LINCOLN CREEK,1956,0
2003,LINCOLN PARK,1420,1
2003,LINCOLN VILLAGE,1981,0
2003,LINDSAY PARK,1054,0
2003,LITTLE MENOMONEE PARKWAY,266,0
2003,LONG VIEW,913,0
2003,LOWER EAST SIDE,1482,0
2003,LYONS PARK,521,0
2003,MACK ACRES,69,0
2003,MAITLAND PARK,320,0
2003,MAPLE TREE,382,0
2003,MARTIN DRIVE,408,1
2003,MC GOVERN PARK,1052,1
2003,MELODY VIEW,199,0
2003,MENOMONEE RIVER HILLS,1879,0
2003,MENOMONEE RIVER HILLS EAST,633,0
2003,MENOMONEE RIVER VALLEY,2,0
2003,MERRILL PARK,527,0
2003,METCALFE PARK,535,1
2003,MIDTOWN,1267,1
2003,MILL VALLEY,331,0
2003,MILLER VALLEY,109,0
2003,MILWAUKEE RIVER PARKWAY,229,0
2003,MITCHELL FIELD,61,0
2003,MITCHELL PARK,7,0
2003,MITCHELL WEST,875,0
2003,MORGAN HEIGHTS,538,0
2003,MORGANDALE,2481,0
2003,MOUNT MARY,699,0
2003,MOUNT OLIVET,56,0
2003,MURRAY HILL,654,0
2003,MUSKEGO WAY,1879,0
2003,"NASH PARK",847,0
2003,"NATIONAL PARK",458,0
2003,NEW COELN,160,0
2003,NORTH DIVISION,1762,0
2003,NORTH GRANVILLE,31,0
2003,NORTHPOINT,547,0
2003,NORTHRIDGE,216,0
2003,NORTHRIDGE LAKES,302,1
2003,OLD NORTH MILWAUKEE,3083,3
2003,PARK KNOLL,385,0
2003,PARK PLACE,30,0
2003,PARK VIEW,135,0
2003,PARKWAY HILLS,153,0
2003,PHEASANT RUN,478,0
2003,POLLBER HEIGHTS,73,0
2003,POLONIA,1002,0
2003,RED OAK HEIGHTS,231,0
2003,RIDGEVIEW,88,0
2003,RIVER BEND,499,0
2003,RIVERSIDE PARK,233,0
2003,RIVERTON HEIGHTS,464,0
2003,RIVERWEST,2559,0
2003,ROLLING GREEN,493,0
2003,ROOSEVELT GROVE,1471,0
2003,ROOT CREEK,479,0
2003,RUFUS KING,1367,2
2003,SAINT JOSEPH,1629,0
2003,SAVELAND PARK,589,0
2003,SERVITE WOODS,417,0
2003,SHERMAN PARK,1640,1
2003,SILVER CITY,796,0
2003,SILVER SPRING,2469,0
2003,SILVER SWAN,397,0
2003,SOUTHGATE,472,0
2003,SOUTHPOINT,536,0
2003,ST. AMELIAN'S,586,0
2003,STORY HILL,514,0
2003,SUNSET HEIGHTS,1241,0
2003,THE VALLEY / PIGSVILLE,141,0
2003,THURSTON WOODS,1172,0
2003,TIMMERMAN AIRPORT,52,0
2003,TIMMERMAN WEST,961,0
2003,TIPPECANOE,2005,0
2003,TOWN & COUNTRY MANOR,616,0
2003,TOWN OF LAKE,1864,0
2003,TRIANGLE,104,0
2003,TRIANGLE NORTH,216,3
2003,TRIPOLI PARK,234,0
2003,UPPER EAST SIDE,843,0
2003,UPTOWN,1410,0
2003,VALHALLA,563,0
2003,VALLEY FORGE,54,0
2003,VETERANS AFFAIRS,1,0
2003,VOGEL PARK,373,0
2003,WAHL PARK,833,0
2003,WALKER'S POINT,1165,1
2003,WALNUT HILL,465,0
2003,WASHINGTON HEIGHTS,1987,0
2003,WASHINGTON PARK,927,1
2003,WEDGEWOOD,477,0
2003,WEST VIEW,409,0
2003,WHISPERING HILLS,213,0
2003,WHITE MANOR,582,0
2003,WICK FIELD,162,0
2003,WILLIAMSBURG,596,2
2003,WILSON PARK,638,0
2003,WOODLAND COURT,135,0
2003,WOODLANDS,620,43
2003,WYRICK PARK,340,0
2003,YANKEE HILL,232,0
2004,ALCOTT PARK,481,0
2004,ALVERNO,102,0
2004,AMANI,1514,17
2004,ARLINGTON GARDENS,738,0
2004,ARLINGTON HEIGHTS,1223,4
2004,AVENUES WEST,265,4
2004,BARAN PARK,88,0
2004,BAY VIEW,5031,0
2004,BLUEMOUND HEIGHTS,978,0
2004,BORCHERT FIELD,996,5
2004,BRADLEY ESTATES,1030,0
2004,BREWER'S HILL,574,1
2004,BUCHEL PARK,13,0
2004,BURNHAM PARK,1333,0
2004,CALUMET FARMS,258,0
2004,CAMBRIDGE HEIGHTS,474,0
2004,CANNON PARK,428,0
2004,CAPITOL HEIGHTS,1651,0
2004,CASTLE MANOR,743,0
2004,CLARKE SQUARE,985,1
2004,CLAYTON CREST,535,0
2004,CLOCK TOWER ACRES,348,0
2004,COLD SPRING PARK,281,0
2004,COLLEGE HEIGHTS,373,0
2004,COLUMBUS PARK,1120,1
2004,CONCORDIA,198,0
2004,COOPER PARK,1207,0
2004,COPERNICUS PARK,472,0
2004,DINEEN PARK,911,1
2004,DOWNER WOODS,642,0
2004,DRETZKA PARK,12,0
2004,ENDERIS PARK,918,0
2004,ESTABROOK PARK,9,0
2004,EUCLID PARK,434,0
2004,FAIR PARK,422,0
2004,FAIRFIELD,330,0
2004,FAIRVIEW,1382,0
2004,FERNWOOD,1051,0
2004,FLORIST HIGHLANDS,282,1
2004,FOREST HOME HILLS,765,1
2004,FRANKLIN HEIGHTS,2179,11
2004,FREEDOM VILLAGE,14,0
2004,GARDEN HOMES,595,1
2004,GOLDEN GATE,266,0
2004,GOLDEN VALLEY,1060,0
2004,GOLDMAN PARK,523,0
2004,GRA-RAM,478,0
2004,GRACELAND,779,0
2004,GRANTOSA,357,0
2004,GRANVILLE STATION,293,0
2004,GRANVILLE WOODS,2,0
2004,GRASSLYN MANOR,1575,0
2004,GREEN MOOR,185,0
2004,GROVER HEIGHTS,101,0
2004,HALYARD PARK,104,0
2004,HAMPTON HEIGHTS,2113,2
2004,HARAMBEE,2385,11
2004,HARBOR VIEW,117,0
2004,HARDER'S OAKS,149,0
2004,HAVENWOODS,178,0
2004,HAWLEY FARMS,597,0
2004,HAWTHORNE GLEN,123,0
2004,HERITAGE HEIGHTS,120,0
2004,HIGHWOOD ESTATES,500,0
2004,HILLSIDE,40,0
2004,HISTORIC MITCHELL STREET,1619,2
2004,HISTORIC THIRD WARD,244,0
2004,HOLLER PARK,167,0
2004,HONEY CREEK MANOR,833,0
2004,HONEY CREEK PARKWAY,433,0
2004,JACKSON PARK,2383,0
2004,JOHNSON'S WOODS,914,0
2004,JUNEAU TOWN,468,0
2004,KILBOURN TOWN,131,0
2004,KING PARK,162,0
2004,KOPS PARK,1169,1
2004,LAND BANK,19,0
2004,LAYTON PARK,1601,1
2004,LENOX HEIGHTS,454,0
2004,LINCOLN CREEK,1962,3
2004,LINCOLN PARK,1420,2
2004,LINCOLN VILLAGE,1986,3
2004,LINDSAY PARK,1054,0
2004,LITTLE MENOMONEE PARKWAY,266,1
2004,LONG VIEW,913,0
2004,LOWER EAST SIDE,1601,0
2004,LYONS PARK,521,0
2004,MACK ACRES,69,0
2004,MAITLAND PARK,320,0
2004,MAPLE TREE,382,1
2004,MARTIN DRIVE,416,0
2004,MC GOVERN PARK,1052,1
2004,MELODY VIEW,199,0
2004,MENOMONEE RIVER HILLS,1894,0
2004,MENOMONEE RIVER HILLS EAST,633,0
2004,MENOMONEE RIVER VALLEY,2,0
2004,MERRILL PARK,530,1
2004,METCALFE PARK,535,5
2004,MIDTOWN,1280,9
2004,MILL VALLEY,330,0
2004,MILLER VALLEY,109,0
2004,MILWAUKEE RIVER PARKWAY,230,0
2004,MITCHELL FIELD,62,0
2004,MITCHELL PARK,8,0
2004,MITCHELL WEST,875,0
2004,MORGAN HEIGHTS,538,0
2004,MORGANDALE,2484,0
2004,MOUNT MARY,699,0
2004,MOUNT OLIVET,56,0
2004,MURRAY HILL,654,0
2004,MUSKEGO WAY,1884,4
2004,"NASH PARK",847,0
2004,"NATIONAL PARK",458,0
2004,NEW COELN,161,0
2004,NORTH DIVISION,1772,16
2004,NORTH GRANVILLE,31,0
2004,NORTHPOINT,549,0
2004,NORTHRIDGE,216,1
2004,NORTHRIDGE LAKES,303,1
2004,OLD NORTH MILWAUKEE,3093,5
2004,PARK KNOLL,388,0
2004,PARK PLACE,30,0
2004,PARK VIEW,135,1
2004,PARKWAY HILLS,153,0
2004,PHEASANT RUN,479,0
2004,POLLBER HEIGHTS,73,0
2004,POLONIA,1003,0
2004,RED OAK HEIGHTS,231,0
2004,RIDGEVIEW,88,0
2004,RIVER BEND,499,0
2004,RIVERSIDE PARK,233,0
2004,RIVERTON HEIGHTS,464,0
2004,RIVERWEST,2593,1
2004,ROLLING GREEN,493,0
2004,ROOSEVELT GROVE,1470,2
2004,ROOT CREEK,479,0
2004,RUFUS KING,1367,1
2004,SAINT JOSEPH,1631,0
2004,SAVELAND PARK,589,0
2004,SERVITE WOODS,417,0
2004,SHERMAN PARK,1649,4
2004,SILVER CITY,802,0
2004,SILVER SPRING,2470,1
2004,SILVER SWAN,397,0
2004,SOUTHGATE,473,0
2004,SOUTHPOINT,536,0
2004,ST. AMELIAN'S,586,0
2004,STORY HILL,513,0
2004,SUNSET HEIGHTS,1241,0
2004,THE VALLEY / PIGSVILLE,141,0
2004,THURSTON WOODS,1174,0
2004,TIMMERMAN AIRPORT,52,0
2004,TIMMERMAN WEST,962,0
2004,TIPPECANOE,2006,0
2004,TOWN & COUNTRY MANOR,616,0
2004,TOWN OF LAKE,1866,0
2004,TRIANGLE,120,0
2004,TRIANGLE NORTH,215,1
2004,TRIPOLI PARK,234,0
2004,UPPER EAST SIDE,844,0
2004,UPTOWN,1417,0
2004,VALHALLA,563,0
2004,VALLEY FORGE,54,0
2004,VETERANS AFFAIRS,1,0
2004,VOGEL PARK,373,0
2004,WAHL PARK,833,2
2004,WALKER'S POINT,1169,0
2004,WALNUT HILL,470,7
2004,WASHINGTON HEIGHTS,1988,0
2004,WASHINGTON PARK,932,8
2004,WEDGEWOOD,477,0
2004,WEST VIEW,407,0
2004,WHISPERING HILLS,213,0
2004,WHITE MANOR,582,0
2004,WICK FIELD,162,0
2004,WILLIAMSBURG,599,3
2004,WILSON PARK,638,0
2004,WOODLAND COURT,135,0
2004,WOODLANDS,619,41
2004,WYRICK PARK,340,0
2004,YANKEE HILL,232,0
2005,ALCOTT PARK,481,0
2005,ALVERNO,115,0
2005,AMANI,1501,14
2005,ARLINGTON GARDENS,738,0
2005,ARLINGTON HEIGHTS,1223,4
2005,AVENUES WEST,265,4
2005,BARAN PARK,88,0
2005,BAY VIEW,5054,0
2005,BLUEMOUND HEIGHTS,979,0
2005,BORCHERT FIELD,988,4
2005,BRADLEY ESTATES,1030,1
2005,BREWER'S HILL,580,1
2005,BUCHEL PARK,13,0
2005,BURNHAM PARK,1333,1
2005,CALUMET FARMS,258,0
2005,CAMBRIDGE HEIGHTS,480,0
2005,CANNON PARK,428,0
2005,CAPITOL HEIGHTS,1654,0
2005,CASTLE MANOR,750,0
2005,CLARKE SQUARE,984,2
2005,CLAYTON CREST,535,0
2005,CLOCK TOWER ACRES,348,1
2005,COLD SPRING PARK,281,0
2005,COLLEGE HEIGHTS,373,0
2005,COLUMBUS PARK,1122,0
2005,CONCORDIA,197,0
2005,COOPER PARK,1205,0
2005,COPERNICUS PARK,473,0
2005,DINEEN PARK,909,0
2005,DOWNER WOODS,642,0
2005,DRETZKA PARK,12,0
2005,ENDERIS PARK,917,2
2005,ESTABROOK PARK,9,0
2005,EUCLID PARK,444,0
2005,FAIR PARK,422,0
2005,FAIRFIELD,331,0
2005,FAIRVIEW,1382,0
2005,FERNWOOD,1053,0
2005,FLORIST HIGHLANDS,282,0
2005,FOREST HOME HILLS,765,0
2005,FRANKLIN HEIGHTS,2169,9
2005,FREEDOM VILLAGE,14,0
2005,GARDEN HOMES,594,0
2005,GOLDEN GATE,266,0
2005,GOLDEN VALLEY,1060,0
2005,GOLDMAN PARK,525,0
2005,GRA-RAM,478,0
2005,GRACELAND,785,1
2005,GRANTOSA,357,0
2005,GRANVILLE STATION,337,0
2005,GRANVILLE WOODS,2,0
2005,GRASSLYN MANOR,1574,0
2005,GREEN MOOR,185,0
2005,GROVER HEIGHTS,101,0
2005,HALYARD PARK,107,0
2005,HAMPTON HEIGHTS,2108,2
2005,HARAMBEE,2383,13
2005,HARBOR VIEW,118,0
2005,HARDER'S OAKS,149,0
2005,HAVENWOODS,178,0
2005,HAWLEY FARMS,597,0
2005,HAWTHORNE GLEN,123,0
2005,HERITAGE HEIGHTS,146,0
2005,HIGHWOOD ESTATES,500,0
2005,HILLSIDE,40,0
2005,HISTORIC MITCHELL STREET,1615,3
2005,HISTORIC THIRD WARD,244,0
2005,HOLLER PARK,167,0
2005,HONEY CREEK MANOR,833,0
2005,HONEY CREEK PARKWAY,434,0
2005,JACKSON PARK,2384,0
2005,JOHNSON'S WOODS,914,0
2005,JUNEAU TOWN,603,0
2005,KILBOURN TOWN,130,0
2005,KING PARK,160,0
2005,KOPS PARK,1168,0
2005,LAND BANK,19,0
2005,LAYTON PARK,1599,0
2005,LENOX HEIGHTS,454,0
2005,LINCOLN CREEK,1972,2
2005,LINCOLN PARK,1420,1
2005,LINCOLN VILLAGE,1980,0
2005,LINDSAY PARK,1054,0
2005,LITTLE MENOMONEE PARKWAY,267,0
2005,LONG VIEW,914,0
2005,LOWER EAST SIDE,1743,0
2005,LYONS PARK,522,0
2005,MACK ACRES,69,0
2005,MAITLAND PARK,320,0
2005,MAPLE TREE,384,0
2005,MARTIN DRIVE,416,0
2005,MC GOVERN PARK,1052,0
2005,MELODY VIEW,200,0
2005,MENOMONEE RIVER HILLS,1896,0
2005,MENOMONEE RIVER HILLS EAST,638,0
2005,MENOMONEE RIVER VALLEY,2,0
2005,MERRILL PARK,528,1
2005,METCALFE PARK,531,3
2005,MIDTOWN,1299,12
2005,MILL VALLEY,330,0
2005,MILLER VALLEY,109,0
2005,MILWAUKEE RIVER PARKWAY,230,0
2005,MITCHELL FIELD,62,0
2005,MITCHELL PARK,8,1
2005,MITCHELL WEST,875,0
2005,MORGAN HEIGHTS,539,0
2005,MORGANDALE,2485,1
2005,MOUNT MARY,699,0
2005,MOUNT OLIVET,56,0
2005,MURRAY HILL,654,0
2005,MUSKEGO WAY,1876,4
2005,"NASH PARK",847,0
2005,"NATIONAL PARK",458,0
2005,NEW COELN,161,0
2005,NORTH DIVISION,1762,21
2005,NORTH GRANVILLE,31,0
2005,NORTHPOINT,550,0
2005,NORTHRIDGE,217,0
2005,NORTHRIDGE LAKES,313,0
2005,OLD NORTH MILWAUKEE,3088,3
2005,PARK KNOLL,389,0
2005,PARK PLACE,30,0
2005,PARK VIEW,132,0
2005,PARKWAY HILLS,153,0
2005,PHEASANT RUN,480,1
2005,POLLBER HEIGHTS,74,0
2005,POLONIA,1003,0
2005,RED OAK HEIGHTS,231,0
2005,RIDGEVIEW,88,0
2005,RIVER BEND,499,0
2005,RIVERSIDE PARK,233,0
2005,RIVERTON HEIGHTS,465,0
2005,RIVERWEST,2691,1
2005,ROLLING GREEN,495,1
2005,ROOSEVELT GROVE,1470,2
2005,ROOT CREEK,479,0
2005,RUFUS KING,1367,1
2005,SAINT JOSEPH,1628,1
2005,SAVELAND PARK,589,0
2005,SERVITE WOODS,417,1
2005,SHERMAN PARK,1646,2
2005,SILVER CITY,803,0
2005,SILVER SPRING,2470,1
2005,SILVER SWAN,398,0
2005,SOUTHGATE,473,0
2005,SOUTHPOINT,536,0
2005,ST. AMELIAN'S,581,0
2005,STORY HILL,513,0
2005,SUNSET HEIGHTS,1242,0
2005,THE VALLEY / PIGSVILLE,142,0
2005,THURSTON WOODS,1176,0
2005,TIMMERMAN AIRPORT,52,0
2005,TIMMERMAN WEST,962,0
2005,TIPPECANOE,2010,0
2005,TOWN & COUNTRY MANOR,615,0
2005,TOWN OF LAKE,1867,0
2005,TRIANGLE,130,1
2005,TRIANGLE NORTH,220,1
2005,TRIPOLI PARK,234,0
2005,UPPER EAST SIDE,846,0
2005,UPTOWN,1418,1
2005,VALHALLA,563,0
2005,VALLEY FORGE,54,0
2005,VETERANS AFFAIRS,1,0
2005,VOGEL PARK,373,0
2005,WAHL PARK,831,1
2005,WALKER'S POINT,1169,0
2005,WALNUT HILL,465,3
2005,WASHINGTON HEIGHTS,1989,1
2005,WASHINGTON PARK,931,5
2005,WEDGEWOOD,477,0
2005,WEST VIEW,408,0
2005,WHISPERING HILLS,213,0
2005,WHITE MANOR,582,0
2005,WICK FIELD,162,0
2005,WILLIAMSBURG,599,1
2005,WILSON PARK,638,0
2005,WOODLAND COURT,135,0
2005,WOODLANDS,619,42
2005,WYRICK PARK,340,0
2005,YANKEE HILL,231,0
2006,ALCOTT PARK,480,0
2006,ALVERNO,139,0
2006,AMANI,1486,15
2006,ARLINGTON GARDENS,738,0
2006,ARLINGTON HEIGHTS,1218,3
2006,AVENUES WEST,266,3
2006,BARAN PARK,89,0
2006,BAY VIEW,5078,1
2006,BLUEMOUND HEIGHTS,978,0
2006,BORCHERT FIELD,981,4
2006,BRADLEY ESTATES,1030,0
2006,BREWER'S HILL,592,0
2006,BUCHEL PARK,13,0
2006,BURNHAM PARK,1333,0
2006,CALUMET FARMS,259,0
2006,CAMBRIDGE HEIGHTS,495,0
2006,CANNON PARK,429,0
2006,CAPITOL HEIGHTS,1656,1
2006,CASTLE MANOR,751,0
2006,CLARKE SQUARE,986,3
2006,CLAYTON CREST,535,0
2006,CLOCK TOWER ACRES,348,1
2006,COLD SPRING PARK,281,0
2006,COLLEGE HEIGHTS,373,0
2006,COLUMBUS PARK,1122,0
2006,CONCORDIA,199,0
2006,COOPER PARK,1206,0
2006,COPERNICUS PARK,473,0
2006,DINEEN PARK,910,0
2006,DOWNER WOODS,657,0
2006,DRETZKA PARK,11,0
2006,ENDERIS PARK,917,0
2006,ESTABROOK PARK,9,0
2006,EUCLID PARK,449,0
2006,FAIR PARK,422,0
2006,FAIRFIELD,332,1
2006,FAIRVIEW,1382,0
2006,FERNWOOD,1053,0
2006,FLORIST HIGHLANDS,282,0
2006,FOREST HOME HILLS,764,1
2006,FRANKLIN HEIGHTS,2166,6
2006,FREEDOM VILLAGE,15,0
2006,GARDEN HOMES,594,0
2006,GOLDEN GATE,266,0
2006,GOLDEN VALLEY,1060,0
2006,GOLDMAN PARK,524,0
2006,GRA-RAM,478,0
2006,GRACELAND,785,0
2006,GRANTOSA,358,0
2006,GRANVILLE STATION,337,0
2006,GRANVILLE WOODS,2,0
2006,GRASSLYN MANOR,1574,0
2006,GREEN MOOR,186,0
2006,GROVER HEIGHTS,101,1
2006,HALYARD PARK,112,0
2006,HAMPTON HEIGHTS,2110,0
2006,HARAMBEE,2382,5
2006,HARBOR VIEW,119,0
2006,HARDER'S OAKS,149,0
2006,HAVENWOODS,178,0
2006,HAWLEY FARMS,597,0
2006,HAWTHORNE GLEN,123,0
2006,HERITAGE HEIGHTS,172,0
2006,HIGHWOOD ESTATES,500,0
2006,HILLSIDE,40,0
2006,HISTORIC MITCHELL STREET,1610,0
2006,HISTORIC THIRD WARD,340,0
2006,HOLLER PARK,167,0
2006,HONEY CREEK MANOR,834,1
2006,HONEY CREEK PARKWAY,434,0
2006,JACKSON PARK,2383,0
2006,JOHNSON'S WOODS,914,0
2006,JUNEAU TOWN,594,0
2006,KILBOURN TOWN,130,0
2006,KING PARK,161,0
2006,KOPS PARK,1169,0
2006,LAND BANK,19,0
2006,LAYTON PARK,1606,0
2006,LENOX HEIGHTS,454,0
2006,LINCOLN CREEK,1977,0
2006,LINCOLN PARK,1420,3
2006,LINCOLN VILLAGE,1984,2
2006,LINDSAY PARK,1055,0
2006,LITTLE MENOMONEE PARKWAY,268,0
2006,LONG VIEW,914,0
2006,LOWER EAST SIDE,1800,0
2006,LYONS PARK,522,0
2006,MACK ACRES,69,0
2006,MAITLAND PARK,320,0
2006,MAPLE TREE,385,0
2006,MARTIN DRIVE,416,0
2006,MC GOVERN PARK,1052,1
2006,MELODY VIEW,201,0
2006,MENOMONEE RIVER HILLS,1896,0
2006,MENOMONEE RIVER HILLS EAST,638,0
2006,MENOMONEE RIVER VALLEY,153,0
2006,MERRILL PARK,527,0
2006,METCALFE PARK,532,3
2006,MIDTOWN,1301,6
2006,MILL VALLEY,330,0
2006,MILLER VALLEY,109,0
2006,MILWAUKEE RIVER PARKWAY,230,0
2006,MITCHELL FIELD,62,0
2006,MITCHELL PARK,7,0
2006,MITCHELL WEST,875,0
2006,MORGAN HEIGHTS,539,0
2006,MORGANDALE,2483,0
2006,MOUNT MARY,699,0
2006,MOUNT OLIVET,56,0
2006,MURRAY HILL,654,1
2006,MUSKEGO WAY,1874,2
2006,"NASH PARK",847,0
2006,"NATIONAL PARK",458,0
2006,NEW COELN,160,0
2006,NORTH DIVISION,1747,8
2006,NORTH GRANVILLE,31,0
2006,NORTHPOINT,549,0
2006,NORTHRIDGE,219,0
2006,NORTHRIDGE LAKES,312,0
2006,OLD NORTH MILWAUKEE,3088,2
2006,PARK KNOLL,390,0
2006,PARK PLACE,31,0
2006,PARK VIEW,134,1
2006,PARKWAY HILLS,153,0
2006,PHEASANT RUN,482,0
2006,POLLBER HEIGHTS,74,0
2006,POLONIA,1005,0
2006,RED OAK HEIGHTS,231,0
2006,RIDGEVIEW,88,0
2006,RIVER BEND,499,0
2006,RIVERSIDE PARK,233,0
2006,RIVERTON HEIGHTS,465,0
2006,RIVERWEST,2731,1
2006,ROLLING GREEN,493,0
2006,ROOSEVELT GROVE,1469,1
2006,ROOT CREEK,479,0
2006,RUFUS KING,1368,0
2006,SAINT JOSEPH,1628,0
2006,SAVELAND PARK,589,0
2006,SERVITE WOODS,417,0
2006,SHERMAN PARK,1646,1
2006,SILVER CITY,804,0
2006,SILVER SPRING,2469,0
2006,SILVER SWAN,398,0
2006,SOUTHGATE,473,0
2006,SOUTHPOINT,536,0
2006,ST. AMELIAN'S,581,0
2006,STORY HILL,513,0
2006,SUNSET HEIGHTS,1243,0
2006,THE VALLEY / PIGSVILLE,144,0
2006,THURSTON WOODS,1177,0
2006,TIMMERMAN AIRPORT,52,0
2006,TIMMERMAN WEST,963,1
2006,TIPPECANOE,2010,0
2006,TOWN & COUNTRY MANOR,615,0
2006,TOWN OF LAKE,1866,0
2006,TRIANGLE,134,1
2006,TRIANGLE NORTH,227,1
2006,TRIPOLI PARK,233,0
2006,UPPER EAST SIDE,846,0
2006,UPTOWN,1419,0
2006,VALHALLA,563,0
2006,VALLEY FORGE,54,0
2006,VETERANS AFFAIRS,1,0
2006,VOGEL PARK,373,0
2006,WAHL PARK,832,2
2006,WALKER'S POINT,1195,2
2006,WALNUT HILL,467,3
2006,WASHINGTON HEIGHTS,1988,0
2006,WASHINGTON PARK,929,2
2006,WEDGEWOOD,477,0
2006,WEST VIEW,408,0
2006,WHISPERING HILLS,213,0
2006,WHITE MANOR,582,0
2006,WICK FIELD,162,0
2006,WILLIAMSBURG,601,3
2006,WILSON PARK,637,0
2006,WOODLAND COURT,135,0
2006,WOODLANDS,627,39
2006,WYRICK PARK,340,0
2006,YANKEE HILL,314,0
2007,ALCOTT PARK,483,0
2007,ALVERNO,158,0
2007,AMANI,1473,5
2007,ARLINGTON GARDENS,738,0
2007,ARLINGTON HEIGHTS,1218,2
2007,AVENUES WEST,262,4
2007,BARAN PARK,89,0
2007,BAY VIEW,5075,1
2007,BLUEMOUND HEIGHTS,1008,0
2007,BORCHERT FIELD,974,2
2007,BRADLEY ESTATES,1028,0
2007,BREWER'S HILL,589,0
2007,BUCHEL PARK,13,0
2007,BURNHAM PARK,1336,0
2007,CALUMET FARMS,271,0
2007,CAMBRIDGE HEIGHTS,493,0
2007,CANNON PARK,429,0
2007,CAPITOL HEIGHTS,1653,0
2007,CASTLE MANOR,751,0
2007,CLARKE SQUARE,984,0
2007,CLAYTON CREST,532,0
2007,CLOCK TOWER ACRES,347,0
2007,COLD SPRING PARK,280,0
2007,COLLEGE HEIGHTS,373,0
2007,COLUMBUS PARK,1122,0
2007,CONCORDIA,199,0
2007,COOPER PARK,1206,0
2007,COPERNICUS PARK,472,0
2007,DINEEN PARK,910,0
2007,DOWNER WOODS,653,0
2007,DRETZKA PARK,10,0
2007,ENDERIS PARK,916,0
2007,ESTABROOK PARK,9,0
2007,EUCLID PARK,453,0
2007,FAIR PARK,421,0
2007,FAIRFIELD,332,1
2007,FAIRVIEW,1380,0
2007,FERNWOOD,1051,0
2007,FLORIST HIGHLANDS,281,0
2007,FOREST HOME HILLS,763,0
2007,FRANKLIN HEIGHTS,2163,1
